帧ID,数据集,化学式,完整化学式,体系原子数,构型标签,能量_eV,能量_eV_per_atom,力_最大模长_eV_per_A,力_RMS_eV_per_A,体积_Angstrom3,密度_Atom_per_Angstrom3,源文件,帧序号
GST225:00158,GST225,Te,Te4,4,Te,-11.554881,-2.88872,3.423412,2.41077,139.1041,0.028755,data/MLIP_training_data_DFT_labeled/GST225.xyz,158
GST225:00159,GST225,Te,Te4,4,Te,-11.99887,-2.999718,1.173039,1.086495,127.4813,0.031377,data/MLIP_training_data_DFT_labeled/GST225.xyz,159
GST225:00160,GST225,Te,Te3,3,Te,-9.108832,-3.036277,1.357451,0.967663,98.3383,0.030507,data/MLIP_training_data_DFT_labeled/GST225.xyz,160
GST225:00161,GST225,Te,Te6,6,Te,-18.617144,-3.102857,0.013395,0.010936,197.3306,0.030406,data/MLIP_training_data_DFT_labeled/GST225.xyz,161
GST225:00162,GST225,Te,Te4,4,Te,-12.17053,-3.042632,0.757898,0.67198,128.5311,0.031121,data/MLIP_training_data_DFT_labeled/GST225.xyz,162
GST225:00163,GST225,Te,Te4,4,Te,-11.636961,-2.90924,2.760219,1.883424,129.1351,0.030975,data/MLIP_training_data_DFT_labeled/GST225.xyz,163
GST225:00164,GST225,Te,Te3,3,Te,-8.971222,-2.990407,0.984135,0.984129,88.2292,0.034002,data/MLIP_training_data_DFT_labeled/GST225.xyz,164
GST225:00165,GST225,Te,Te3,3,Te,-8.328567,-2.776189,1.396162,1.190086,80.2814,0.037369,data/MLIP_training_data_DFT_labeled/GST225.xyz,165
GST225:00166,GST225,Te,Te3,3,Te,-8.404309,-2.801436,3.32164,2.566014,90.172,0.03327,data/MLIP_training_data_DFT_labeled/GST225.xyz,166
GST225:00167,GST225,Te,Te3,3,Te,-9.032365,-3.010788,2.061605,1.541008,95.4076,0.031444,data/MLIP_training_data_DFT_labeled/GST225.xyz,167
GST225:00168,GST225,Te,Te3,3,Te,-9.42044,-3.140147,0.005125,0.005122,104.2736,0.02877,data/MLIP_training_data_DFT_labeled/GST225.xyz,168
GST225:00169,GST225,Te,Te3,3,Te,-9.069855,-3.023285,0.729723,0.542336,108.7968,0.027574,data/MLIP_training_data_DFT_labeled/GST225.xyz,169
GST225:00170,GST225,Te,Te3,3,Te,-8.955122,-2.985041,1.778475,1.587865,99.6413,0.030108,data/MLIP_training_data_DFT_labeled/GST225.xyz,170
GST225:00171,GST225,Te,Te3,3,Te,-9.40078,-3.133593,0.141668,0.141667,107.6997,0.027855,data/MLIP_training_data_DFT_labeled/GST225.xyz,171
GST225:00172,GST225,Te,Te3,3,Te,-9.181316,-3.060439,1.313501,0.95741,107.7758,0.027836,data/MLIP_training_data_DFT_labeled/GST225.xyz,172
GST225:00173,GST225,Te,Te3,3,Te,-8.743406,-2.914469,1.994047,1.567414,121.944,0.024601,data/MLIP_training_data_DFT_labeled/GST225.xyz,173
GST225:00174,GST225,Te,Te3,3,Te,-9.146832,-3.048944,0.900714,0.709893,106.5496,0.028156,data/MLIP_training_data_DFT_labeled/GST225.xyz,174
GST225:00175,GST225,Te,Te3,3,Te,-8.477785,-2.825928,4.426102,3.552344,118.3849,0.025341,data/MLIP_training_data_DFT_labeled/GST225.xyz,175
GST225:00176,GST225,Te,Te54,54,Te,-161.483094,-2.990428,0.984219,0.984129,1588.1249,0.034002,data/MLIP_training_data_DFT_labeled/GST225.xyz,176
GST225:00177,GST225,Te,Te54,54,Te,-153.681729,-2.845958,10.078061,3.221172,1661.7693,0.032495,data/MLIP_training_data_DFT_labeled/GST225.xyz,177
GST225:00178,GST225,Te,Te54,54,Te,-148.967137,-2.758651,7.188599,3.158622,1606.6368,0.033611,data/MLIP_training_data_DFT_labeled/GST225.xyz,178
GST225:00179,GST225,Te,Te54,54,Te,-164.669158,-3.049429,0.75804,0.757956,1643.3271,0.03286,data/MLIP_training_data_DFT_labeled/GST225.xyz,179
GST225:00180,GST225,Te,Te54,54,Te,-153.496785,-2.842533,9.451152,3.226973,1656.9777,0.032589,data/MLIP_training_data_DFT_labeled/GST225.xyz,180
GST225:00181,GST225,Te,Te54,54,Te,-149.11284,-2.761349,10.157376,3.604859,1619.2013,0.03335,data/MLIP_training_data_DFT_labeled/GST225.xyz,181
GST225:00182,GST225,Te,Te54,54,Te,-169.358967,-3.136277,0.165704,0.165639,1816.579,0.029726,data/MLIP_training_data_DFT_labeled/GST225.xyz,182
GST225:00183,GST225,Te,Te54,54,Te,-152.912288,-2.831709,6.019732,2.407258,1716.5675,0.031458,data/MLIP_training_data_DFT_labeled/GST225.xyz,183
GST225:00184,GST225,Te,Te54,54,Te,-169.570817,-3.1402,0.018223,0.015506,1876.9254,0.02877,data/MLIP_training_data_DFT_labeled/GST225.xyz,184
GST225:00185,GST225,Te,Te54,54,Te,-162.145232,-3.002689,3.871364,1.574865,1919.5976,0.028131,data/MLIP_training_data_DFT_labeled/GST225.xyz,185
GST225:00186,GST225,Te,Te54,54,Te,-162.12471,-3.002309,4.257015,1.592251,1929.3232,0.027989,data/MLIP_training_data_DFT_labeled/GST225.xyz,186
GST225:00187,GST225,Te,Te54,54,Te,-163.694954,-3.031388,4.118508,1.010139,1998.3625,0.027022,data/MLIP_training_data_DFT_labeled/GST225.xyz,187
GST225:00188,GST225,Te,Te54,54,Te,-163.725937,-3.031962,4.97877,1.262032,1970.6131,0.027403,data/MLIP_training_data_DFT_labeled/GST225.xyz,188
GST225:00189,GST225,Te,Te54,54,Te,-163.899988,-3.035185,3.566202,1.028684,1989.2698,0.027146,data/MLIP_training_data_DFT_labeled/GST225.xyz,189
GST225:00190,GST225,Te,Te3,3,Te,-9.167207,-3.055736,0.80737,0.680815,107.1444,0.028,data/MLIP_training_data_DFT_labeled/GST225.xyz,190
GST225:00191,GST225,Te,Te4,4,Te,-12.084285,-3.021071,0.373176,0.269846,132.2077,0.030255,data/MLIP_training_data_DFT_labeled/GST225.xyz,191
GST225:00192,GST225,Te,Te3,3,Te,-9.233116,-3.077705,0.900151,0.750035,106.0387,0.028292,data/MLIP_training_data_DFT_labeled/GST225.xyz,192
GST225:00193,GST225,Te,Te3,3,Te,-8.190405,-2.730135,3.347922,2.430875,84.8121,0.035372,data/MLIP_training_data_DFT_labeled/GST225.xyz,193
GST225:00194,GST225,Te,Te3,3,Te,-8.828326,-2.942775,2.021927,1.694892,90.3032,0.033221,data/MLIP_training_data_DFT_labeled/GST225.xyz,194
GST225:00195,GST225,Te,Te3,3,Te,-8.726987,-2.908996,1.495148,1.100069,83.8347,0.035785,data/MLIP_training_data_DFT_labeled/GST225.xyz,195
GST225:00196,GST225,Te,Te3,3,Te,-7.86075,-2.62025,2.800199,2.508202,86.7832,0.034569,data/MLIP_training_data_DFT_labeled/GST225.xyz,196
GST225:00197,GST225,Te,Te3,3,Te,-7.356622,-2.452207,9.217447,7.480604,91.6953,0.032717,data/MLIP_training_data_DFT_labeled/GST225.xyz,197
GST225:00198,GST225,Te,Te3,3,Te,-9.101233,-3.033744,1.903655,1.357172,102.718,0.029206,data/MLIP_training_data_DFT_labeled/GST225.xyz,198
GST225:00199,GST225,Te,Te3,3,Te,-9.333824,-3.111275,0.354633,0.328836,98.0158,0.030607,data/MLIP_training_data_DFT_labeled/GST225.xyz,199
GST225:00200,GST225,Te,Te3,3,Te,-8.70001,-2.900003,2.482082,2.080147,98.9245,0.030326,data/MLIP_training_data_DFT_labeled/GST225.xyz,200
GST225:00201,GST225,Te,Te3,3,Te,-8.338128,-2.779376,4.670412,3.396856,96.5985,0.031056,data/MLIP_training_data_DFT_labeled/GST225.xyz,201
GST225:00202,GST225,Te,Te3,3,Te,-9.208558,-3.069519,0.693805,0.534335,107.7991,0.02783,data/MLIP_training_data_DFT_labeled/GST225.xyz,202
GST225:00203,GST225,Te,Te3,3,Te,-9.139693,-3.046564,0.994657,0.783555,111.6452,0.026871,data/MLIP_training_data_DFT_labeled/GST225.xyz,203
GST225:00204,GST225,Te,Te3,3,Te,-9.194537,-3.064846,0.482409,0.482409,118.4263,0.025332,data/MLIP_training_data_DFT_labeled/GST225.xyz,204
GST225:00205,GST225,Te,Te54,54,Te,-166.992787,-3.092459,0.536714,0.536637,1699.7939,0.031769,data/MLIP_training_data_DFT_labeled/GST225.xyz,205
GST225:00206,GST225,Te,Te54,54,Te,-158.611673,-2.937253,7.309469,2.215658,1803.4543,0.029943,data/MLIP_training_data_DFT_labeled/GST225.xyz,206
GST225:00207,GST225,Te,Te54,54,Te,-159.173082,-2.94765,4.437929,2.069234,1728.6687,0.031238,data/MLIP_training_data_DFT_labeled/GST225.xyz,207
GST225:00208,GST225,Te,Te54,54,Te,-162.471011,-3.008722,2.365697,1.307958,1859.0987,0.029046,data/MLIP_training_data_DFT_labeled/GST225.xyz,208
GST225:00209,GST225,Te,Te54,54,Te,-169.226255,-3.13382,0.138481,0.133662,1938.594,0.027855,data/MLIP_training_data_DFT_labeled/GST225.xyz,209
GST225:00210,GST225,Te,Te54,54,Te,-162.657245,-3.012171,2.640738,0.975313,2024.3177,0.026676,data/MLIP_training_data_DFT_labeled/GST225.xyz,210
GST225:00211,GST225,Te,Te54,54,Te,-168.384758,-3.118236,0.271537,0.263122,2001.5986,0.026978,data/MLIP_training_data_DFT_labeled/GST225.xyz,211
GST225:00212,GST225,Te,Te54,54,Te,-159.924125,-2.961558,5.196972,1.958883,1942.2145,0.027803,data/MLIP_training_data_DFT_labeled/GST225.xyz,212
GST225:00213,GST225,Te,Te54,54,Te,-165.480192,-3.064448,0.4826,0.482564,2131.674,0.025332,data/MLIP_training_data_DFT_labeled/GST225.xyz,213
GST225:00214,GST225,Te,Te54,54,Te,-162.027289,-3.000505,2.465991,0.993189,2131.6734,0.025332,data/MLIP_training_data_DFT_labeled/GST225.xyz,214
GST225:00215,GST225,Te,Te54,54,Te,-161.420169,-2.989262,3.744315,1.030021,2146.3518,0.025159,data/MLIP_training_data_DFT_labeled/GST225.xyz,215
GST225:00216,GST225,Te,Te4,4,Te,-11.963258,-2.990815,0.882867,0.685189,137.4885,0.029093,data/MLIP_training_data_DFT_labeled/GST225.xyz,216
GST225:00217,GST225,Te,Te6,6,Te,-18.305254,-3.050876,1.071065,0.766255,189.9803,0.031582,data/MLIP_training_data_DFT_labeled/GST225.xyz,217
GST225:00218,GST225,Te,Te6,6,Te,-18.306595,-3.051099,0.952165,0.644313,188.7807,0.031783,data/MLIP_training_data_DFT_labeled/GST225.xyz,218
GST225:00219,GST225,Te,Te3,3,Te,-9.148614,-3.049538,0.752536,0.752531,91.2959,0.03286,data/MLIP_training_data_DFT_labeled/GST225.xyz,219
GST225:00220,GST225,Te,Te3,3,Te,-9.277412,-3.092471,0.541666,0.541661,94.433,0.031769,data/MLIP_training_data_DFT_labeled/GST225.xyz,220
GST225:00221,GST225,Te,Te3,3,Te,-9.186903,-3.062301,0.927332,0.684445,100.9971,0.029704,data/MLIP_training_data_DFT_labeled/GST225.xyz,221
GST225:00222,GST225,Te,Te3,3,Te,-8.558146,-2.852715,3.907749,2.925262,92.8214,0.03232,data/MLIP_training_data_DFT_labeled/GST225.xyz,222
GST225:00223,GST225,Te,Te3,3,Te,-9.033026,-3.011009,1.22648,1.042228,97.7341,0.030696,data/MLIP_training_data_DFT_labeled/GST225.xyz,223
GST225:00224,GST225,Te,Te3,3,Te,-9.231161,-3.077054,0.738181,0.603464,97.4482,0.030786,data/MLIP_training_data_DFT_labeled/GST225.xyz,224
GST225:00225,GST225,Te,Te3,3,Te,-8.847524,-2.949175,2.162678,1.565239,98.2931,0.030521,data/MLIP_training_data_DFT_labeled/GST225.xyz,225
GST225:00226,GST225,Te,Te3,3,Te,-9.408987,-3.136329,0.16989,0.169887,100.9211,0.029726,data/MLIP_training_data_DFT_labeled/GST225.xyz,226
GST225:00227,GST225,Te,Te3,3,Te,-9.195571,-3.06519,0.673065,0.569362,107.7759,0.027836,data/MLIP_training_data_DFT_labeled/GST225.xyz,227
GST225:00228,GST225,Te,Te3,3,Te,-9.094848,-3.031616,2.034445,1.536813,103.8054,0.0289,data/MLIP_training_data_DFT_labeled/GST225.xyz,228
GST225:00229,GST225,Te,Te3,3,Te,-9.355361,-3.118454,0.270171,0.27017,111.2,0.026978,data/MLIP_training_data_DFT_labeled/GST225.xyz,229
GST225:00230,GST225,Te,Te3,3,Te,-9.022371,-3.007457,1.387133,1.008732,115.1051,0.026063,data/MLIP_training_data_DFT_labeled/GST225.xyz,230
GST225:00231,GST225,Te,Te3,3,Te,-8.998226,-2.999409,0.919851,0.774014,124.5734,0.024082,data/MLIP_training_data_DFT_labeled/GST225.xyz,231
GST225:00232,GST225,Te,Te3,3,Te,-9.041694,-3.013898,0.797185,0.651095,118.1706,0.025387,data/MLIP_training_data_DFT_labeled/GST225.xyz,232
GST225:00233,GST225,Te,Te54,54,Te,-142.52773,-2.639402,14.114221,3.965935,1511.6189,0.035723,data/MLIP_training_data_DFT_labeled/GST225.xyz,233
GST225:00234,GST225,Te,Te54,54,Te,-157.081085,-2.908909,7.171825,2.519244,1692.9496,0.031897,data/MLIP_training_data_DFT_labeled/GST225.xyz,234
GST225:00235,GST225,Te,Te54,54,Te,-148.423106,-2.748576,17.407345,4.866392,1684.2223,0.032062,data/MLIP_training_data_DFT_labeled/GST225.xyz,235
GST225:00236,GST225,Te,Te54,54,Te,-161.319147,-2.987392,4.424443,1.614988,1851.2715,0.029169,data/MLIP_training_data_DFT_labeled/GST225.xyz,236
GST225:00237,GST225,Te,Te54,54,Te,-160.6466,-2.974937,6.574093,1.769892,1866.0122,0.028939,data/MLIP_training_data_DFT_labeled/GST225.xyz,237
GST225:00238,GST225,Te,Te54,54,Te,-161.915703,-2.998439,4.176241,1.540856,1983.8087,0.02722,data/MLIP_training_data_DFT_labeled/GST225.xyz,238
GST225:00239,GST225,Te,Te54,54,Te,-162.415578,-3.007696,4.25442,1.267623,2062.707,0.026179,data/MLIP_training_data_DFT_labeled/GST225.xyz,239
GST225:00240,GST225,Te,Te54,54,Te,-161.934582,-2.998789,2.386162,1.055845,1997.557,0.027033,data/MLIP_training_data_DFT_labeled/GST225.xyz,240
GST225:00241,GST225,Te,Te54,54,Te,-160.582657,-2.973753,2.075054,0.901476,2039.5712,0.026476,data/MLIP_training_data_DFT_labeled/GST225.xyz,241
GST225:00242,GST225,Te,Te54,54,Te,-161.577401,-2.992174,2.256632,0.90499,2124.1902,0.025421,data/MLIP_training_data_DFT_labeled/GST225.xyz,242
GST225:00243,GST225,Te,Te54,54,Te,-160.350694,-2.969457,2.478331,0.917757,2207.5133,0.024462,data/MLIP_training_data_DFT_labeled/GST225.xyz,243
GST225:00244,GST225,Te,Te4,4,Te,-12.392821,-3.098205,0.086637,0.074504,133.4269,0.029979,data/MLIP_training_data_DFT_labeled/GST225.xyz,244
GST225:00245,GST225,Te,Te3,3,Te,-9.175443,-3.058481,0.746991,0.561943,101.7727,0.029477,data/MLIP_training_data_DFT_labeled/GST225.xyz,245
GST225:00246,GST225,Te,Te3,3,Te,-9.166814,-3.055605,0.835558,0.64276,107.5706,0.027889,data/MLIP_training_data_DFT_labeled/GST225.xyz,246
GST225:00247,GST225,Te,Te3,3,Te,-9.428931,-3.142977,0.003945,0.003942,104.8713,0.028606,data/MLIP_training_data_DFT_labeled/GST225.xyz,247
GST225:00248,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-41.132437,-3.427703,3.016541,1.674802,341.0954,0.035181,data/MLIP_training_data_DFT_labeled/GST225.xyz,248
GST225:00249,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.028947,-3.502412,2.425765,1.528897,363.8643,0.032979,data/MLIP_training_data_DFT_labeled/GST225.xyz,249
GST225:00250,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.428213,-3.535684,1.939893,1.349172,356.0957,0.033699,data/MLIP_training_data_DFT_labeled/GST225.xyz,250
GST225:00251,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.699946,-3.558329,2.753381,1.452073,366.5453,0.032738,data/MLIP_training_data_DFT_labeled/GST225.xyz,251
GST225:00252,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-44.192745,-3.682729,1.02575,0.731692,378.9752,0.031664,data/MLIP_training_data_DFT_labeled/GST225.xyz,252
GST225:00253,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-43.008441,-3.584037,1.621391,0.996431,396.0287,0.030301,data/MLIP_training_data_DFT_labeled/GST225.xyz,253
GST225:00254,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-41.429107,-3.452426,1.890238,1.366669,344.0694,0.034877,data/MLIP_training_data_DFT_labeled/GST225.xyz,254
GST225:00255,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-43.082319,-3.590193,1.70758,1.069625,382.1342,0.031403,data/MLIP_training_data_DFT_labeled/GST225.xyz,255
GST225:00256,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-44.012523,-3.66771,1.04087,0.816929,404.43,0.029671,data/MLIP_training_data_DFT_labeled/GST225.xyz,256
GST225:00257,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-41.479323,-3.45661,4.935705,2.307456,419.7557,0.028588,data/MLIP_training_data_DFT_labeled/GST225.xyz,257
GST225:00258,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-43.358499,-3.613208,1.163937,0.708467,409.2152,0.029324,data/MLIP_training_data_DFT_labeled/GST225.xyz,258
GST225:00259,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.508676,-3.54239,2.18649,1.407344,417.4004,0.028749,data/MLIP_training_data_DFT_labeled/GST225.xyz,259
GST225:00260,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-43.418006,-3.618167,1.237409,0.90397,430.9999,0.027842,data/MLIP_training_data_DFT_labeled/GST225.xyz,260
GST225:00261,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-41.4062,-3.450517,2.1335,1.622459,402.6045,0.029806,data/MLIP_training_data_DFT_labeled/GST225.xyz,261
GST225:00262,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-40.950052,-3.412504,1.587517,0.99872,480.0025,0.025,data/MLIP_training_data_DFT_labeled/GST225.xyz,262
GST225:00263,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.894819,-3.574568,1.492423,0.928572,439.7879,0.027286,data/MLIP_training_data_DFT_labeled/GST225.xyz,263
GST225:00264,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.472206,-3.53935,2.91906,1.635179,377.3574,0.0318,data/MLIP_training_data_DFT_labeled/GST225.xyz,264
GST225:00265,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.129399,-3.510783,3.789585,2.227163,387.0594,0.031003,data/MLIP_training_data_DFT_labeled/GST225.xyz,265
GST225:00266,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.855793,-3.571316,0.995022,0.673667,331.3151,0.036219,data/MLIP_training_data_DFT_labeled/GST225.xyz,266
GST225:00267,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.099596,-3.5083,2.805185,1.498061,344.1182,0.034872,data/MLIP_training_data_DFT_labeled/GST225.xyz,267
GST225:00268,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-40.501613,-3.375134,3.98817,2.389499,334.9509,0.035826,data/MLIP_training_data_DFT_labeled/GST225.xyz,268
GST225:00269,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-39.156768,-3.263064,2.470404,1.621747,318.963,0.037622,data/MLIP_training_data_DFT_labeled/GST225.xyz,269
GST225:00270,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-43.850059,-3.654172,0.992212,0.658807,354.6115,0.03384,data/MLIP_training_data_DFT_labeled/GST225.xyz,270
GST225:00271,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.687178,-3.557265,3.169685,1.408902,357.4361,0.033572,data/MLIP_training_data_DFT_labeled/GST225.xyz,271
GST225:00272,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-41.528847,-3.460737,2.33003,1.647364,368.5933,0.032556,data/MLIP_training_data_DFT_labeled/GST225.xyz,272
GST225:00273,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-41.520184,-3.460015,2.716454,1.59227,380.6646,0.031524,data/MLIP_training_data_DFT_labeled/GST225.xyz,273
GST225:00274,GST225,GeSb4Te7,GeSb4Te7,12,GST-NE,-42.701143,-3.558429,2.604417,1.216375,402.6426,0.029803,data/MLIP_training_data_DFT_labeled/GST225.xyz,274
GST225:00275,GST225,GeSb4Te4,GeSb4Te4,9,GST-NE,-34.387467,-3.82083,0.065825,0.051965,282.5473,0.031853,data/MLIP_training_data_DFT_labeled/GST225.xyz,275
GST225:00276,GST225,GeSb4Te4,GeSb4Te4,9,GST-NE,-33.449004,-3.716556,1.507345,0.984634,265.4288,0.033907,data/MLIP_training_data_DFT_labeled/GST225.xyz,276
GST225:00277,GST225,GeSb4Te4,GeSb4Te4,9,GST-NE,-32.3234,-3.591489,3.060014,2.03437,272.0772,0.033079,data/MLIP_training_data_DFT_labeled/GST225.xyz,277
GST225:00278,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-849.065435,-3.451486,1.724841,0.748994,7477.8807,0.032897,data/MLIP_training_data_DFT_labeled/GST225.xyz,278
GST225:00279,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-819.04106,-3.329435,3.082761,0.985001,9223.0735,0.026672,data/MLIP_training_data_DFT_labeled/GST225.xyz,279
GST225:00280,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-837.79833,-3.405684,2.834235,0.956257,7690.2197,0.031989,data/MLIP_training_data_DFT_labeled/GST225.xyz,280
GST225:00281,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-800.215623,-3.252909,3.607449,1.166225,9161.6042,0.026851,data/MLIP_training_data_DFT_labeled/GST225.xyz,281
GST225:00282,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-838.337821,-3.407877,2.351484,0.922951,7466.514,0.032947,data/MLIP_training_data_DFT_labeled/GST225.xyz,282
GST225:00283,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-812.10182,-3.301227,3.503506,0.990531,9057.2607,0.027161,data/MLIP_training_data_DFT_labeled/GST225.xyz,283
GST225:00284,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-807.451484,-3.282323,3.511758,0.974611,8962.4429,0.027448,data/MLIP_training_data_DFT_labeled/GST225.xyz,284
GST225:00285,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-809.542647,-3.290824,2.885791,0.986775,9088.9088,0.027066,data/MLIP_training_data_DFT_labeled/GST225.xyz,285
GST225:00286,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-854.74814,-3.474586,2.522196,0.768936,7937.661,0.030991,data/MLIP_training_data_DFT_labeled/GST225.xyz,286
GST225:00287,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-809.960997,-3.292524,3.934256,1.032445,9217.7285,0.026688,data/MLIP_training_data_DFT_labeled/GST225.xyz,287
GST225:00288,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-853.350638,-3.468905,2.511298,0.922515,7801.2473,0.031533,data/MLIP_training_data_DFT_labeled/GST225.xyz,288
GST225:00289,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-806.731089,-3.279395,3.81641,0.982898,9061.5502,0.027148,data/MLIP_training_data_DFT_labeled/GST225.xyz,289
GST225:00290,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-803.126489,-3.264742,3.48096,1.058627,9216.5012,0.026691,data/MLIP_training_data_DFT_labeled/GST225.xyz,290
GST225:00291,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-848.049186,-3.447354,1.932935,0.89327,8034.6976,0.030617,data/MLIP_training_data_DFT_labeled/GST225.xyz,291
GST225:00292,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-803.213765,-3.265097,3.912591,1.106211,9260.8836,0.026563,data/MLIP_training_data_DFT_labeled/GST225.xyz,292
GST225:00293,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-817.58201,-3.323504,3.116966,0.989888,9122.185,0.026967,data/MLIP_training_data_DFT_labeled/GST225.xyz,293
GST225:00294,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-842.694739,-3.425588,1.851125,0.875559,8168.4206,0.030116,data/MLIP_training_data_DFT_labeled/GST225.xyz,294
GST225:00295,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-850.633439,-3.45786,2.351481,0.85179,7746.9588,0.031754,data/MLIP_training_data_DFT_labeled/GST225.xyz,295
GST225:00296,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-843.540806,-3.429028,2.024446,0.842553,7472.7858,0.032919,data/MLIP_training_data_DFT_labeled/GST225.xyz,296
GST225:00297,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-845.232236,-3.435903,1.881274,0.778096,7603.756,0.032352,data/MLIP_training_data_DFT_labeled/GST225.xyz,297
GST225:00298,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-852.220742,-3.464312,2.675415,0.886012,7522.6719,0.032701,data/MLIP_training_data_DFT_labeled/GST225.xyz,298
GST225:00299,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-850.446194,-3.457098,2.574412,0.825002,7811.1437,0.031493,data/MLIP_training_data_DFT_labeled/GST225.xyz,299
GST225:00300,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-809.404468,-3.290262,3.036019,1.134093,9096.1471,0.027044,data/MLIP_training_data_DFT_labeled/GST225.xyz,300
GST225:00301,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-841.407154,-3.420354,2.492279,0.891805,8135.4035,0.030238,data/MLIP_training_data_DFT_labeled/GST225.xyz,301
GST225:00302,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-851.104928,-3.459776,1.802182,0.752004,8189.31,0.030039,data/MLIP_training_data_DFT_labeled/GST225.xyz,302
GST225:00303,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-844.437608,-3.432673,1.810289,0.761166,7788.6689,0.031584,data/MLIP_training_data_DFT_labeled/GST225.xyz,303
GST225:00304,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-842.968991,-3.426703,2.385915,0.856612,7394.1512,0.03327,data/MLIP_training_data_DFT_labeled/GST225.xyz,304
GST225:00305,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-848.820351,-3.450489,1.874177,0.713964,7804.5651,0.03152,data/MLIP_training_data_DFT_labeled/GST225.xyz,305
GST225:00306,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-854.545021,-3.47376,2.107864,0.799597,8086.7151,0.03042,data/MLIP_training_data_DFT_labeled/GST225.xyz,306
GST225:00307,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-796.238097,-3.23674,4.15151,1.179013,9203.5604,0.026729,data/MLIP_training_data_DFT_labeled/GST225.xyz,307
GST225:00308,GST225,Ge10Sb41Te72,Ge20Sb82Te144,246,GST-NE,-835.593209,-3.39672,3.226444,1.053969,8166.4866,0.030123,data/MLIP_training_data_DFT_labeled/GST225.xyz,308
