化学式,相,温度,结构文件,密度_Atom_per_Angstrom3,体系原子数,贡献者,HPC来源路径,代表帧来源,功能性
Ga60O150Zn60,amorphous,300K,yyf/5-O/9-IGZO/5-011/3-opt/CONTCAR,0.07381,270,Yifan Yan,~/yyf/5-O/9-IGZO/5-011/3-opt/CONTCAR,opt-CONTCAR,Others
Ga120O180,amorphous,300K,yyf/5-O/9-IGZO/6-010/3-opt/CONTCAR,0.07623,300,Yifan Yan,~/yyf/5-O/9-IGZO/6-010/3-opt/CONTCAR,opt-CONTCAR,Others
Ge150Se150,amorphous,300K,GK_xum02/grc/1-OTS/1-GeSe/2-MD/POSCAR,0.03727,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/1-GeSe/2-MD/POSCAR,md-first-frame,OTS
As90Ge30Si15Te165,amorphous,300K,GK_xum02/grc/1-OTS/3-GATS/4-MD/POSCAR,0.02934,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/3-GATS/4-MD/POSCAR,md-first-frame,OTS
As90Ge30Si15Te165,amorphous,300K,GK_xum02/grc/1-OTS/3-GATS/GATS/1-GATS/3-opt/CONTCAR,0.02889,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/3-GATS/GATS/1-GATS/3-opt/CONTCAR,opt-CONTCAR,OTS
As90Ge30Si15Te165,amorphous,300K,GK_xum02/grc/1-OTS/3-GATS/GATS/1-GATS/analysis/1-opt/CONTCAR,0.02889,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/3-GATS/GATS/1-GATS/analysis/1-opt/CONTCAR,opt-CONTCAR,OTS
As90Ge30Si15Te165,amorphous,300K,GK_xum02/grc/1-OTS/3-GATS/GATS/2-GATS/1-opt/CONTCAR,0.02861,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/3-GATS/GATS/2-GATS/1-opt/CONTCAR,opt-CONTCAR,OTS
As86Ge28N15Si15Te156,amorphous,300K,GK_xum02/grc/1-OTS/4-GATSN/1-opt/CONTCAR,0.0325,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/4-GATSN/1-opt/CONTCAR,opt-CONTCAR,OTS
In150Sb50Te100,amorphous,300K,GK_xum02/grc/1-OTS/IST312/3-opt/CONTCAR,0.03051,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/IST312/3-opt/CONTCAR,opt-CONTCAR,Others
In30Te270,amorphous,300K,GK_xum02/grc/1-OTS/InTe/19-InTe/MD/POSCAR,0.02644,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/19-InTe/MD/POSCAR,md-first-frame,OTS
In30Te270,amorphous,300K,GK_xum02/grc/1-OTS/InTe/19-InTe/MD.new-MGS/3-opt/CONTCAR,0.02619,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/19-InTe/MD.new-MGS/3-opt/CONTCAR,opt-CONTCAR,OTS
In30Te270,amorphous,300K,GK_xum02/grc/1-OTS/InTe/19-InTe/MD/new/POSCAR,0.02644,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/19-InTe/MD/new/POSCAR,md-first-frame,OTS
In30Te270,amorphous,300K,GK_xum02/grc/1-OTS/InTe/19-InTe/new/1-300K/POSCAR,0.02644,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/19-InTe/new/1-300K/POSCAR,md-first-frame,OTS
In60Te240,amorphous,300K,GK_xum02/grc/1-OTS/InTe/28-InTe/MD/POSCAR,0.02686,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/28-InTe/MD/POSCAR,md-first-frame,OTS
In60Te240,amorphous,300K,GK_xum02/grc/1-OTS/InTe/28-InTe/2/3-opt/CONTCAR,0.02584,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/28-InTe/2/3-opt/CONTCAR,opt-CONTCAR,OTS
In60Te240,amorphous,300K,GK_xum02/grc/1-OTS/InTe/28-InTe/3/3-opt/CONTCAR,0.02616,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/28-InTe/3/3-opt/CONTCAR,opt-CONTCAR,OTS
In60Te240,amorphous,300K,GK_xum02/grc/1-OTS/InTe/28-InTe/MD-new/POSCAR,0.02665,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/28-InTe/MD-new/POSCAR,md-first-frame,OTS
In60Te240,amorphous,300K,GK_xum02/grc/1-OTS/InTe/28-InTe/MD.new/4-opt/CONTCAR,0.02644,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/28-InTe/MD.new/4-opt/CONTCAR,opt-CONTCAR,OTS
In90Te210,amorphous,300K,GK_xum02/grc/1-OTS/InTe/37-InTe/MD/POSCAR,0.0267,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/37-InTe/MD/POSCAR,md-first-frame,OTS
In90Te210,amorphous,300K,GK_xum02/grc/1-OTS/InTe/37-InTe/2/3-opt/CONTCAR,0.02614,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/37-InTe/2/3-opt/CONTCAR,opt-CONTCAR,OTS
In90Te210,amorphous,300K,GK_xum02/grc/1-OTS/InTe/37-InTe/MD.new/3-opt/CONTCAR,0.0267,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/37-InTe/MD.new/3-opt/CONTCAR,opt-CONTCAR,OTS
In120Te180,amorphous,300K,GK_xum02/grc/1-OTS/InTe/46-InTe/1/MD/POSCAR,0.0271,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/46-InTe/1/MD/POSCAR,md-first-frame,OTS
In120Te180,amorphous,300K,GK_xum02/grc/1-OTS/InTe/46-InTe/1/MD.new/4-opt/CONTCAR,0.02696,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/46-InTe/1/MD.new/4-opt/CONTCAR,opt-CONTCAR,OTS
In150Te150,amorphous,300K,GK_xum02/grc/1-OTS/InTe/55-InTe/1/MD/POSCAR,0.0279,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/55-InTe/1/MD/POSCAR,md-first-frame,OTS
In150Te150,amorphous,300K,GK_xum02/grc/1-OTS/InTe/55-InTe/1/MD.new/POSCAR,0.02783,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/55-InTe/1/MD.new/POSCAR,md-first-frame,OTS
In150Te150,amorphous,300K,GK_xum02/grc/1-OTS/InTe/55-InTe/2/3-opt/CONTCAR,0.02775,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/55-InTe/2/3-opt/CONTCAR,opt-CONTCAR,OTS
In150Te150,amorphous,300K,GK_xum02/grc/1-OTS/InTe/55-InTe/3/3-opt/CONTCAR,0.02748,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/55-InTe/3/3-opt/CONTCAR,opt-CONTCAR,OTS
In180Te120,amorphous,300K,GK_xum02/grc/1-OTS/InTe/64-InTe/1/MD/POSCAR,0.02863,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/64-InTe/1/MD/POSCAR,md-first-frame,OTS
In180Te120,amorphous,300K,GK_xum02/grc/1-OTS/InTe/64-InTe/1/MD.new/POSCAR,0.02863,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/64-InTe/1/MD.new/POSCAR,md-first-frame,OTS
In180Te120,amorphous,300K,GK_xum02/grc/1-OTS/InTe/64-InTe/2/MD/POSCAR,0.02853,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/64-InTe/2/MD/POSCAR,md-first-frame,OTS
As30In108Te162,amorphous,300K,GK_xum02/grc/1-OTS/InTe/doped-IT46/1-As/3-lsf/POSCAR,0.02804,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/doped-IT46/1-As/3-lsf/POSCAR,md-first-frame,Others
In108Si30Te162,amorphous,300K,GK_xum02/grc/1-OTS/InTe/doped-IT46/2-Si/3-lsf/POSCAR,0.02873,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/doped-IT46/2-Si/3-lsf/POSCAR,md-first-frame,OTS
C30In108Te162,amorphous,300K,GK_xum02/grc/1-OTS/InTe/doped-IT46/3-C/3-lsf/POSCAR,0.02983,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/1-OTS/InTe/doped-IT46/3-C/3-lsf/POSCAR,md-first-frame,Others
Ge150Se150,amorphous,300K,GK_xum02/grc/2-Ge-Se-Te/GeSe/7-GeSe/2-MD/POSCAR,0.03727,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/2-Ge-Se-Te/GeSe/7-GeSe/2-MD/POSCAR,md-first-frame,OTS
Ge150Te150,amorphous,300K,GK_xum02/grc/2-Ge-Se-Te/GeTe/6-GT/MD/POSCAR,0.03128,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/2-Ge-Se-Te/GeTe/6-GT/MD/POSCAR,md-first-frame,PCM
Ge30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/1-GeTe/1-GeTe9/MD/POSCAR,0.02675,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/1-GeTe/1-GeTe9/MD/POSCAR,md-first-frame,OTS
As30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/10-AsTe/1-AsTe9/3-opt/CONTCAR,0.02659,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/10-AsTe/1-AsTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
As30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/10-AsTe/3-AsTe9/3-opt/CONTCAR,0.02621,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/10-AsTe/3-AsTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
As30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/10-AsTe/4-AsTe9/3-opt/CONTCAR,0.02617,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/10-AsTe/4-AsTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
As30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/10-AsTe/5-AsTe9/3-opt/CONTCAR,0.02642,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/10-AsTe/5-AsTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Sb30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/11-SbTe/1-SbTe9/3-opt/CONTCAR,0.02602,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/11-SbTe/1-SbTe9/3-opt/CONTCAR,opt-CONTCAR,PCM
Sb30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/11-SbTe/1-SbTe9/MD/1/POSCAR,0.02602,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/11-SbTe/1-SbTe9/MD/1/POSCAR,md-first-frame,PCM
Sb120Te180,amorphous,300K,GK_xum02/grc/3-Te-based/11-SbTe/2-Sb2Te3/3-opt/CONTCAR,0.02695,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/11-SbTe/2-Sb2Te3/3-opt/CONTCAR,opt-CONTCAR,PCM
Sb120Te180,amorphous,300K,GK_xum02/grc/3-Te-based/11-SbTe/2-Sb2Te3/MD/1/POSCAR,0.02695,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/11-SbTe/2-Sb2Te3/MD/1/POSCAR,md-first-frame,PCM
Sb30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/11-SbTe/3-SbTe9/3-opt/CONTCAR,0.02564,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/11-SbTe/3-SbTe9/3-opt/CONTCAR,opt-CONTCAR,PCM
C30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/2-CTe/1/MD/POSCAR,0.02874,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/2-CTe/1/MD/POSCAR,md-first-frame,OTS
Al30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/3-AlTe/1-AlTe9/3-opt/CONTCAR,0.02689,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/3-AlTe/1-AlTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Al90Te210,amorphous,300K,GK_xum02/grc/3-Te-based/3-AlTe/2-A3lTe7/3-opt/CONTCAR,0.02704,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/3-AlTe/2-A3lTe7/3-opt/CONTCAR,opt-CONTCAR,OTS
B30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/4-BTe/1/3-opt/CONTCAR,0.02763,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/4-BTe/1/3-opt/CONTCAR,opt-CONTCAR,OTS
B30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/4-BTe/2/3-opt/CONTCAR,0.0274,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/4-BTe/2/3-opt/CONTCAR,opt-CONTCAR,OTS
B30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/4-BTe/3/3-opt/CONTCAR,0.0274,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/4-BTe/3/3-opt/CONTCAR,opt-CONTCAR,OTS
Si30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/5-SiTe/1-SiTe9/3-opt/CONTCAR,0.02668,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/5-SiTe/1-SiTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Si150Te150,amorphous,300K,GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/1/3-opt/CONTCAR,0.03325,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/5-SiTe/2-SiTe/1/3-opt/CONTCAR,opt-CONTCAR,Others
Si150Te150,amorphous,300K,GK_xum02/grc/3-Te-based/5-SiTe/2-SiTe/2/3-opt/CONTCAR,0.03136,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/5-SiTe/2-SiTe/2/3-opt/CONTCAR,opt-CONTCAR,Others
Si30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/5-SiTe/3-SiTe9/3-opt/CONTCAR,0.02591,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/5-SiTe/3-SiTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Ga30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/6-GaTe/1-GaTe9/3-opt/CONTCAR,0.02697,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/6-GaTe/1-GaTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Ga120Te180,amorphous,300K,GK_xum02/grc/3-Te-based/6-GaTe/2-Ga2Te3/3-opt/CONTCAR,0.02957,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/6-GaTe/2-Ga2Te3/3-opt/CONTCAR,opt-CONTCAR,OTS
Ga120Te180,amorphous,300K,GK_xum02/grc/3-Te-based/6-GaTe/3-Ga2Te3/3-opt/CONTCAR,0.02932,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/6-GaTe/3-Ga2Te3/3-opt/CONTCAR,opt-CONTCAR,OTS
Sn30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/7-SnTe/1-SnTe9/3-opt/CONTCAR,0.02644,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/7-SnTe/1-SnTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Sn150Te150,amorphous,300K,GK_xum02/grc/3-Te-based/7-SnTe/2-SnTe/3-opt/CONTCAR,0.0276,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/7-SnTe/2-SnTe/3-opt/CONTCAR,opt-CONTCAR,Others
Sn30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/1/3-opt/CONTCAR,0.02598,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/7-SnTe/3-SnTe9/1/3-opt/CONTCAR,opt-CONTCAR,OTS
Sn30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/7-SnTe/3-SnTe9/2/3-opt/CONTCAR,0.02602,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/7-SnTe/3-SnTe9/2/3-opt/CONTCAR,opt-CONTCAR,OTS
In30Te270,amorphous,300K,GK_xum02/grc/3-Te-based/8-InTe/1-InTe9/3-opt/CONTCAR,0.02588,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/8-InTe/1-InTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
In120Te180,amorphous,300K,GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/1/3-opt/CONTCAR,0.02653,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/8-InTe/3-In2Te3/1/3-opt/CONTCAR,opt-CONTCAR,OTS
In120Te180,amorphous,300K,GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/2-y/3-opt/CONTCAR,0.0266,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/8-InTe/3-In2Te3/2-y/3-opt/CONTCAR,opt-CONTCAR,OTS
In120Te180,amorphous,300K,GK_xum02/grc/3-Te-based/8-InTe/3-In2Te3/3/3-opt/POSCAR,0.02649,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/8-InTe/3-In2Te3/3/3-opt/POSCAR,md-first-frame,OTS
Te270Zn30,amorphous,300K,GK_xum02/grc/3-Te-based/9-ZnTe/1-ZnTe9/3-opt/CONTCAR,0.02704,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/9-ZnTe/1-ZnTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Te270Zn30,amorphous,300K,GK_xum02/grc/3-Te-based/9-ZnTe/3-ZnTe9/3-opt/CONTCAR,0.02672,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/9-ZnTe/3-ZnTe9/3-opt/CONTCAR,opt-CONTCAR,OTS
Te300,amorphous,300K,GK_xum02/grc/3-Te-based/Te/1-y/3-opt/CONTCAR,0.02585,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/Te/1-y/3-opt/CONTCAR,opt-CONTCAR,Others
Te300,amorphous,300K,GK_xum02/grc/3-Te-based/Te/1-y/MD-1000/POSCAR,0.02585,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/Te/1-y/MD-1000/POSCAR,md-first-frame,Others
Te300,amorphous,300K,GK_xum02/grc/3-Te-based/Te/1-y/new/4-opt/CONTCAR,0.02585,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/Te/1-y/new/4-opt/CONTCAR,opt-CONTCAR,Others
Te300,amorphous,300K,GK_xum02/grc/3-Te-based/Te/1-y/new/3-lsf/POSCAR,0.02619,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/Te/1-y/new/3-lsf/POSCAR,md-first-frame,Others
Te300,amorphous,300K,GK_xum02/grc/3-Te-based/Te/3/3-opt/CONTCAR,0.02541,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/Te/3/3-opt/CONTCAR,opt-CONTCAR,Others
Te300,amorphous,300K,GK_xum02/grc/3-Te-based/Te/5-y/4-opt/CONTCAR,0.02551,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/Te/5-y/4-opt/CONTCAR,opt-CONTCAR,Others
Te300,amorphous,300K,GK_xum02/grc/3-Te-based/Te/5-y/3-lsf/POSCAR,0.02585,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/3-Te-based/Te/5-y/3-lsf/POSCAR,md-first-frame,Others
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/1-GeAsS/1/4-time/1-2/CONTCAR,0.03611,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/1-GeAsS/1/4-time/1-2/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/1-GeAsS/1/analysis/1-opt/CONTCAR,0.03611,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/1-GeAsS/1/analysis/1-opt/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/1-GeAsS/2/5-opt/CONTCAR,0.0362,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/1-GeAsS/2/5-opt/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/1-GeAsS/2/4-time/1-2/CONTCAR,0.0362,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/1-GeAsS/2/4-time/1-2/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/1-GeAsS/3/1-opt/CONTCAR,0.03611,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/1-GeAsS/3/1-opt/CONTCAR,opt-CONTCAR,OTS
Ge120S120,amorphous,300K,GK_xum02/grc/As-OTS/240/GeS/1/MD/POSCAR,0.03651,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/240/GeS/1/MD/POSCAR,md-first-frame,OTS
Ge120S120,amorphous,300K,GK_xum02/grc/As-OTS/240/GeS/2/3-opt/CONTCAR,0.03625,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/240/GeS/2/3-opt/CONTCAR,opt-CONTCAR,OTS
Ge120S120,amorphous,300K,GK_xum02/grc/As-OTS/240/GeS/3/2-opt/CONTCAR,0.03653,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/240/GeS/3/2-opt/CONTCAR,opt-CONTCAR,OTS
Se120Si120,amorphous,300K,GK_xum02/grc/As-OTS/240/SiSe/MD/POSCAR,0.03328,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/240/SiSe/MD/POSCAR,md-first-frame,Others
Si120Te120,amorphous,300K,GK_xum02/grc/As-OTS/240/SiTe/4-opt/CONTCAR,0.03071,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/240/SiTe/4-opt/CONTCAR,opt-CONTCAR,Others
Si120Te120,amorphous,300K,GK_xum02/grc/As-OTS/240/SiTe/3-relax/1-lsf/POSCAR,0.03092,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/240/SiTe/3-relax/1-lsf/POSCAR,md-first-frame,Others
Si120Te120,amorphous,300K,GK_xum02/grc/As-OTS/240/SiTe/3-relax/2-2/CONTCAR,0.03071,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/240/SiTe/3-relax/2-2/CONTCAR,opt-CONTCAR,Others
Ge150S150,amorphous,300K,GK_xum02/grc/As-OTS/5-GS/2-opt/CONTCAR,0.03949,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/5-GS/2-opt/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,GK_xum02/grc/As-OTS/5-GS/old/MD/POSCAR,0.04029,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/5-GS/old/MD/POSCAR,md-first-frame,OTS
Ge150Te150,amorphous,300K,GK_xum02/grc/As-OTS/6-GT/3-opt/CONTCAR,0.03128,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/6-GT/3-opt/CONTCAR,opt-CONTCAR,PCM
As24Se108Si108,amorphous,300K,GK_xum02/grc/As-OTS/8-SiAsSe/4-opt/CONTCAR,0.03266,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/8-SiAsSe/4-opt/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,GK_xum02/grc/As-OTS/GS/3-opt/CONTCAR,0.03931,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GS/3-opt/CONTCAR,opt-CONTCAR,OTS
Ge100Te100,amorphous,300K,GK_xum02/grc/As-OTS/GT-200/1-opt/CONTCAR,0.03128,200,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GT-200/1-opt/CONTCAR,opt-CONTCAR,PCM
Ge54Te54,amorphous,300K,GK_xum02/grc/As-OTS/GT-200/GT-c/POSCAR,0.01844,108,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GT-200/GT-c/POSCAR,md-first-frame,PCM
Ge108Te108,amorphous,300K,GK_xum02/grc/As-OTS/GT-200/a-c-GT/POSCAR,0.03688,216,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GT-200/a-c-GT/POSCAR,md-first-frame,PCM
Ge108Te108,amorphous,300K,GK_xum02/grc/As-OTS/GT-200/model/POSCAR,0.03688,216,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GT-200/model/POSCAR,md-first-frame,PCM
Ge108Te108,amorphous,300K,GK_xum02/grc/As-OTS/GT-200/new-GT/POSCAR,0.03688,216,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GT-200/new-GT/POSCAR,md-first-frame,PCM
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/GeAsS/6-time/1-2/CONTCAR,0.03538,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GeAsS/6-time/1-2/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/GeAsS/6-time/2-7/CONTCAR,0.03529,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GeAsS/6-time/2-7/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/GeAsS/6-time/3-2/CONTCAR,0.03529,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GeAsS/6-time/3-2/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/GeAsS/6-time/4-7/CONTCAR,0.03522,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GeAsS/6-time/4-7/CONTCAR,opt-CONTCAR,OTS
As24Ge108S108,amorphous,300K,GK_xum02/grc/As-OTS/GeAsS/7-analysis/1-opt/CONTCAR,0.03522,240,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GeAsS/7-analysis/1-opt/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,GK_xum02/grc/As-OTS/GeSe/3-opt/CONTCAR,0.03625,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GeSe/3-opt/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,GK_xum02/grc/As-OTS/GeSe-dos/3-time/1-lsf/POSCAR,0.03609,300,Rongchuan Gu,GK_xum02@10.68.0.1:~/grc/As-OTS/GeSe-dos/3-time/1-lsf/POSCAR,md-first-frame,OTS
